experiment_id,description,model_name,metric_name,metric_value,improved,duration_s,commit,notes
0,"baseline: LightGBM with Optuna HPO (50 trials, 5-fold CV) on Titanic tabular data — optimal for N=891 small tabular dataset with mixed numeric/categorical features where GBMs dominate over deep models",,roc_auc,,false,2.5,,"ValueError: pandas dtypes must be int, float or bool."
1,"Fix crash (Arrow StringDtype not detected as categorical → force numpy dtypes); add richer features (HasCabin from fill sentinel, TicketGroupSize, Fare_PerPerson, IsChild/IsElder, Sex_Pclass interaction); ensemble LightGBM+XGBoost with Optuna HPO (80+60 trials)",,roc_auc,0.857839,true,49.2,ddec6c4,
2,"Add title-based age imputation (per-title median), WomanOrMasterBoy/IsMother/AgeBin/NameLen/Pclass_Embarked/FamilySize×Pclass features, CatBoost with Optuna HPO (50 trials) as 3rd base model, and OOF-based stacking with LogisticRegression meta-learner for better ensemble blending",,roc_auc,0.871542,true,101.1,103cfd3,
3,"Add CV-based target encoding for Title/Sex_Pclass/Deck/Ticket_Prefix/Pclass_Embarked (OOF, no leakage), new features (IsSmallFamily, Age_x_Female, FareLog_x_Pclass, WoM_x_Pclass), RandomForest as 4th base model with Optuna HPO (40 trials), and LogisticRegressionCV for auto-tuned meta-learner C",,roc_auc,0.880040,true,299.1,38a6a11,
4,"Add CabinNum/Cabin_Side/Fare_norm_Pclass/Age_sq/SibSp_cat/Parch_cat features, Title_Pclass cross target encoding, HistGradientBoostingClassifier as 5th base model, and augment stacking meta-learner with raw passenger features (WomanOrMasterBoy, Pclass, TE_Title, TE_Sex_Pclass)",,roc_auc,0.883794,true,365.1,4a808a7,
5,"Add OOF-encoded ticket-group and family-group survival rates (GrpSurv_Ticket/Family — the ""travel-together survive-together"" signal), Family_Key target encoding (surname+Pclass), three new interaction features (IsAlone_x_Pclass, WoM_x_FamilySize, IsChild_x_Pclass), and include group survival features in the meta-learner augmentation",,roc_auc,0.878722,false,383.6,,
6,"Add group survival features (ticket + surname+Pclass) correctly within stacking OOF folds as meta-learner-only features, plus LightGBM meta-learner with Optuna HPO and rank-blend of LR+LGBM meta-learners — fixes exp 5's leakage issue by never adding group features to base model training",,roc_auc,0.883399,false,374.9,,
7,"Add ExtraTreesClassifier (6th base model) and MLPClassifier (7th non-tree model) for diversity, plus rank-average ensemble blending; reduce Cat/RF/Hist HPO slightly to keep within time budget",,roc_auc,0.875494,false,466.3,,
8,"Increase core GBM HPO trials (LGBM 80→120, XGB 60→100, CatBoost 50→80), expand meta-learner augmentation from 4→11 raw features, and add an Optuna-tuned LightGBM meta-learner with rank-blending against the existing LR meta to capture nonlinear stacking patterns",,roc_auc,0.883399,false,442.4,,
9,"Add ticket-group and family-group survival rates as OOF target-encoded features for base models (GrpTicket/GrpFamily via cv_target_encode), fixing leakage from exp 5 and expanding beyond exp 6 by including signal in base model training not just the meta-learner",,roc_auc,0.879842,false,337.2,,
10,"Multi-seed averaging (seeds 42/123/456) for LGBM, XGB, and CatBoost in both OOF generation and final val predictions, reducing stochastic variance and giving the meta-learner cleaner training signal without any leakage or new model complexity",,roc_auc,0.882345,false,384.6,,
11,"Add targeted compound survival-group features (HasCabin_x_WoM for wealthy women, IsAlone_x_Male for solo men, WoM_x_FamilySize, FareBin with TE), expand meta-learner augmentation to 7 features with the two high-signal indicators, and increase LGBM HPO to 90 trials",,roc_auc,0.870883,false,362.7,,
12,Add DART boosting as LGBM HPO option (dropout regularization for small-N generalization) and Nelder-Mead OOF-based optimal weight optimization; fix bug where boosting_type was hardcoded to gbdt overriding HPO results,,roc_auc,0.885112,true,411.6,1a19654,
13,"Add polynomial OOF interaction features (pairwise products + max/min/std) to meta-learner, add StandardScaler for LR meta, add Optuna-tuned LGBM meta-learner with no val leakage, and rank-blend all three meta outputs (LR + LGBM + Nelder-Mead)",,roc_auc,0.883399,false,417.6,,
14,"Add OOF-target-encoded Surname feature (family survival rate, a top Titanic signal) to both base models and meta-learner augmentation; drop the raw high-cardinality Surname column to avoid noisy tree splits",,roc_auc,0.873386,false,383.8,,
15,"Replace single Nelder-Mead run with 16-restart global optimization (1 uniform + 15 random Dirichlet initializations), taking the best blend weights by OOF AUC to escape local optima in the 5-model weight simplex",,roc_auc,0.885112,false,427.6,,
16,"Add ticket group WoM/female composition features (ratio of women+masters in each ticket group, no target leakage) and XGBoost DART booster support (paralleling the LGBM DART that drove the best improvement in exp 12); also add TkWoMRatio to meta-learner augmentation to help blend predictions by social group composition.",,roc_auc,0.875692,false,464.0,,
17,"Expand HPO search space with new regularization parameters not previously explored: min_split_gain for LGBM (minimum gain per split), colsample_bylevel for XGBoost (per-level feature subsampling), and min_data_in_leaf for CatBoost (minimum leaf size); increase LGBM trials 80→90 to cover the larger search space with DART options.",,roc_auc,0.878327,false,425.9,,
18,"Use repeated 2× 5-fold OOF (fold seeds 42,123) to average meta-learner training predictions and reduce fold-assignment variance; add HasCabin to meta augmentation (5th feature) as a high-signal uncaptured survival indicator",,roc_auc,0.883399,false,426.6,,
19,"Add RBF-kernel SVM (with CalibratedClassifierCV, Optuna HPO 40 trials) as a 6th base model — fundamentally different from all GBMs (max-margin kernel method vs loss-based boosting), well-suited for small N; update Nelder-Mead and LR meta-learner to blend all 6 OOF predictions, letting NM down-weight SVM to ~0 if it adds noise.",,roc_auc,0.883399,false,426.7,,
